StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent question,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,ID Question,PROLIFIC_PID
2025-10-05 07:54:13,2025-10-05 07:55:56,IP Address,24.32.95.172,100,103,True,2025-10-05 07:55:57,R_5fm36kCF9PdcvGp,,,,,30.4421,-97.6339,anonymous,EN,I agree to participate,,,,,,,,,,,,30,80,80,20,60,70,91,99,89,80,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5efbe3c91cb67519d2f20b7b
2025-10-05 07:54:46,2025-10-05 07:56:39,IP Address,151.213.195.194,100,112,True,2025-10-05 07:56:39,R_7hYxHFsm7L9ocEr,,,,,32.9246,-94.7001,anonymous,EN,I agree to participate,,,,,,,,,,,,74,71,14,9,64,77,91,100,82,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66bb8f069b5f440e783d848e
2025-10-05 07:54:21,2025-10-05 07:56:40,IP Address,23.248.167.100,100,139,True,2025-10-05 07:56:41,R_7rjPnoTEpQTxHcg,,,,,40.7126,-74.0066,anonymous,EN,I agree to participate,26,75,100,10,100,50,51,100,100,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67828038b2e1f7607e817e11
2025-10-05 07:55:43,2025-10-05 07:56:48,IP Address,108.89.4.171,100,64,True,2025-10-05 07:56:48,R_3j3ApbG4BKdFkpR,,,,,28.6529,-81.2106,anonymous,EN,I agree to participate,,,,,,,,,,,,90,88,17,98,29,90,93,100,41,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6369700320bc7dd22e733009
2025-10-05 07:55:52,2025-10-05 07:57:13,IP Address,73.58.69.42,100,81,True,2025-10-05 07:57:14,R_5ITyWbNsvmcMEmJ,,,,,34.7269,-92.344,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,20,100,100,100,20,100,100,100,11,49,70,,,,,,,,,,,,,,,,,,,,,,,,57e7bb4e73e67300012b8e2a
2025-10-05 07:56:20,2025-10-05 07:57:14,IP Address,74.131.29.94,100,54,True,2025-10-05 07:57:15,R_1MJAyUbJDsE8uBZ,,,,,36.8225,-84.1048,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,70,0,74,70,49,99,30,60,0,,64a20e18b0f91aac5ea9a538
2025-10-05 07:56:42,2025-10-05 07:57:24,IP Address,172.56.69.220,100,42,True,2025-10-05 07:57:25,R_1E5mHOzfcEcj77s,,,,,33.8923,-84.2545,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,13,14,71,17,53,100,93,100,89,55,75,,,,,,,,,,,,,,,,,,,,,,,,66e5088b07a0dbc1ee06dfb4
2025-10-05 07:56:24,2025-10-05 07:57:37,IP Address,69.242.90.221,100,72,True,2025-10-05 07:57:37,R_7rzN7Djn1LiC7HX,,,,,39.8156,-75.5057,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,96,95,93,98,96,99,94,2,2,,67e0a1a0f697d75087b7050d
2025-10-05 07:55:43,2025-10-05 07:57:42,IP Address,50.110.237.41,100,118,True,2025-10-05 07:57:42,R_6tswihz6THlKPAW,,,,,39.3246,-78.0492,anonymous,EN,I agree to participate,100,0,100,100,100,100,100,100,0,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65563f4cf137044f7feaff1c
2025-10-05 07:55:48,2025-10-05 07:57:56,IP Address,67.247.51.95,100,128,True,2025-10-05 07:57:57,R_7IJOz5sSgAKUqv7,,,,,40.6955,-73.9667,anonymous,EN,I agree to participate,,,,,,,,,,,,40,85,31,2,62,62,100,100,100,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66a831d910e0a2b141015591
2025-10-05 07:54:58,2025-10-05 07:58:08,IP Address,172.58.54.222,100,189,True,2025-10-05 07:58:08,R_3MsNXy4Hap6PnRb,,,,,29.7422,-95.4903,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,100,100,80,99,50,100,100,99,40,,,,,,,,,,,,,67327e4495f88dfc99471984
2025-10-05 07:57:21,2025-10-05 07:58:21,IP Address,172.56.78.248,100,60,True,2025-10-05 07:58:21,R_1ihtvZWDRenkJqK,,,,,28.4932,-81.2878,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,47,8,89,86,30,71,100,87,86,81,,,,,,,,,,,,,5e1830f02529b2116fa49e52
2025-10-05 07:57:23,2025-10-05 07:58:40,IP Address,24.14.29.211,100,77,True,2025-10-05 07:58:41,R_71GIzhM0RcMs1vk,,,,,41.921,-87.6454,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,30,100,10,80,70,90,99,0,80,10,,,,,,,,,,,,,657e2b6843cb49c64a6cb939
2025-10-05 07:55:03,2025-10-05 07:58:42,IP Address,86.109.81.24,100,218,True,2025-10-05 07:58:42,R_5c7K9MgdezJ5Mnh,,,,,34.3807,-81.0865,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,69,73,91,61,15,,100,71,48,62,,,,,,,,,,,,,67e184da2196b4f9027adc2b
2025-10-05 07:53:24,2025-10-05 07:58:58,IP Address,174.44.103.167,100,333,True,2025-10-05 07:58:58,R_6xtbvADn2VqW1wt,,,,,41.584,-73.8087,anonymous,EN,I agree to participate,,,,,,,,,,,,0,100,0,0,0,0,100,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6755ad907901f7517e48451b
2025-10-05 07:58:24,2025-10-05 07:59:08,IP Address,74.219.70.179,100,43,True,2025-10-05 07:59:08,R_1PhMrdn8PdlkzYG,,,,,39.8655,-86.122,anonymous,EN,I agree to participate,100,100,100,85,85,35,90,100,100,65,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fee6ac4251e521b4546f1d
2025-10-05 07:57:03,2025-10-05 07:59:15,IP Address,172.56.20.241,100,131,True,2025-10-05 07:59:15,R_1eHBWd3ApW01BRL,,,,,32.7261,-97.3183,anonymous,EN,I agree to participate,59,74,69,97,50,84,2,99,89,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df667847adf4b467599782d
2025-10-05 07:57:59,2025-10-05 07:59:22,IP Address,74.128.148.131,100,82,True,2025-10-05 07:59:23,R_1LzfpFVOGjQ1c2H,,,,,39.1671,-84.5422,anonymous,EN,I agree to participate,,,,,,,,,,,,81,99,98,30,78,0,100,99,100,99,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d0c5aef336ee70019b3f9ed
2025-10-05 07:58:43,2025-10-05 07:59:30,IP Address,136.55.183.178,100,46,True,2025-10-05 07:59:30,R_1joVMViUHbu6fqQ,,,,,33.7855,-84.3612,anonymous,EN,I agree to participate,90,76,22,100,83,35,100,100,99,2,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57315ab3070de6000e434671
2025-10-05 07:58:30,2025-10-05 07:59:34,IP Address,107.12.230.253,100,63,True,2025-10-05 07:59:34,R_16m7VEiscf3KDAR,,,,,34.879,-76.9013,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,20,90,19,4,98,75,100,30,47,0,,5dcf4136cf8e7e086ea019e4
2025-10-05 07:57:48,2025-10-05 07:59:52,IP Address,73.135.192.56,100,123,True,2025-10-05 07:59:52,R_1uVqE3B06og7TPj,,,,,39.2124,-76.8776,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,40,99,10,60,99,100,90,99,90,90,70,,,,,,,,,,,,,,,,,,,,,,,,66c08c428977b7440967870d
2025-10-05 07:59:27,2025-10-05 08:00:08,IP Address,97.82.51.127,100,40,True,2025-10-05 08:00:08,R_3Rd3z7Tk1vPUWo9,,,,,33.8143,-86.8094,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,78,90,100,31,11,99,99,3,60,80,,,,,,,,,,,,,5f1f08e1443fd9089b8ab257
2025-10-05 07:58:34,2025-10-05 08:00:12,IP Address,71.217.109.137,100,97,True,2025-10-05 08:00:13,R_5cx1gsvfYv4Gk6Z,,,,,35.5831,-78.7881,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,25,80,70,90,70,70,90,100,20,91,80,,,,,,,,,,,,,,,,,,,,,,,,63fba62ad4d1fc9ced67eff4
2025-10-05 07:59:26,2025-10-05 08:00:13,IP Address,207.213.21.135,100,47,True,2025-10-05 08:00:14,R_1KlLOlBrcom7GzQ,,,,,32.7104,-117.0528,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34,100,8,7,6,100,100,100,100,94,,,,,,,,,,,,,61200500497641ad5980f343
2025-10-05 07:58:53,2025-10-05 08:00:16,IP Address,99.191.134.153,100,82,True,2025-10-05 08:00:16,R_18IJm4DFeugAaow,,,,,41.6751,-87.732,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,57,97,100,79,100,81,100,98,71,50,,6632db44fb8a50fd9d4a9a69
2025-10-05 07:59:39,2025-10-05 08:00:33,IP Address,68.56.150.220,100,54,True,2025-10-05 08:00:33,R_5dFhbuAdH0km0qj,,,,,42.6456,-83.3563,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,100,0,27,100,100,100,32,47,86,,5c2cb4149461620001c075c2
2025-10-05 07:59:04,2025-10-05 08:00:46,IP Address,136.53.86.165,100,101,True,2025-10-05 08:00:46,R_7ndzITBMU3cQtbn,,,,,34.6174,-86.5538,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70,100,100,9,100,85,100,20,90,60,,,,,,,,,,,,,6747e748f360213568497f3c
2025-10-05 07:58:23,2025-10-05 08:01:13,IP Address,68.193.194.199,100,170,True,2025-10-05 08:01:14,R_7e2twjcN2xCgiIZ,,,,,40.9105,-74.1233,anonymous,EN,I agree to participate,,,,,,,,,,,,100,50,0,0,30,80,50,100,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6510b799ca6f903d2d4c2d2c
2025-10-05 08:00:28,2025-10-05 08:01:21,IP Address,73.40.114.33,100,53,True,2025-10-05 08:01:22,R_5HjW1BnLvDTKFKV,,,,,37.4365,-77.4807,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,1,58,0,53,0,100,48,100,70,50,73,,,,,,,,,,,,,,,,,,,,,,,,65c1501098be0f409188762f
2025-10-05 08:01:17,2025-10-05 08:01:54,IP Address,73.4.215.160,100,37,True,2025-10-05 08:01:55,R_1ab4a3O27OL3H5T,,,,,42.0857,-70.999,anonymous,EN,I agree to participate,90,87,89,96,93,88,70,100,91,82,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57f6aefc42bfc700016ab1e0
2025-10-05 08:00:44,2025-10-05 08:02:02,IP Address,174.104.75.233,100,77,True,2025-10-05 08:02:02,R_5EJNGhvfoe8dcQj,,,,,39.923,-82.8664,anonymous,EN,I agree to participate,,,,,,,,,,,,,99,,50,100,49,,100,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6797d5ada6654ec99f741b08
2025-10-05 08:00:34,2025-10-05 08:02:04,IP Address,73.219.55.9,100,90,True,2025-10-05 08:02:05,R_6KZnR0CPGQXNaEh,,,,,42.4125,-71.0034,anonymous,EN,I agree to participate,10,100,80,70,89,33,20,100,89,80,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61705235c277934df17055e6
2025-10-05 08:01:02,2025-10-05 08:02:32,IP Address,130.180.245.233,100,90,True,2025-10-05 08:02:33,R_6wSsau08WLhncUc,,,,,40.7126,-74.0066,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,10,80,78,79,49,29,100,71,30,21,,681fb4307ad889766965fc3b
2025-10-05 08:01:36,2025-10-05 08:02:33,IP Address,73.238.11.84,100,57,True,2025-10-05 08:02:34,R_1A7yYrmsEmfTdAJ,,,,,42.576,-71.9883,anonymous,EN,I agree to participate,,,,,,,,,,,,100,100,31,79,43,15,100,100,92,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59e7b0ab3e4b5a00016aa559
2025-10-05 08:01:18,2025-10-05 08:02:40,IP Address,172.58.245.1,100,82,True,2025-10-05 08:02:41,R_1GcW93HaQNHbZ9f,,,,,39.3127,-76.581,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,26,77,12,25,77,100,51,100,54,82,87,,,,,,,,,,,,,,,,,,,,,,,,6387e6268bfa7920afec729d
2025-10-05 08:01:53,2025-10-05 08:02:49,IP Address,24.211.49.108,100,55,True,2025-10-05 08:02:49,R_7k6uvcIZAJ2XgbK,,,,,34.0649,-81.028,anonymous,EN,I agree to participate,,,,,,,,,,,,1,1,93,80,100,51,69,100,80,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65ddb419cd6dd91fdbe6dbdc
2025-10-05 08:02:01,2025-10-05 08:02:58,IP Address,100.33.82.43,100,56,True,2025-10-05 08:02:58,R_1J4xyzeIKNTgdod,,,,,40.5468,-74.1804,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6,88,50,59,99,53,100,9,10,6,,60fcc58f020a0d9d03ce0e2e
2025-10-05 07:53:09,2025-10-05 08:03:06,IP Address,73.162.250.192,100,597,True,2025-10-05 08:03:07,R_6ah6uUXVEsusD0E,,,,,37.2566,-121.8889,anonymous,EN,I agree to participate,100,100,100,100,100,15,100,100,100,10,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59e996863e4b5a00016aa699
2025-10-05 08:01:45,2025-10-05 08:03:18,IP Address,174.208.36.84,100,92,True,2025-10-05 08:03:18,R_1F9soMgaJjvUp8J,,,,,42.9436,-78.8369,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,84,100,100,91,94,72,100,100,57,93,100,,,,,,,,,,,,,,,,,,,,,,,,6775e4ab5642ec4c09a1a427
2025-10-05 08:02:09,2025-10-05 08:03:52,IP Address,98.222.126.24,100,102,True,2025-10-05 08:03:52,R_6EPmR6jWfw0S51L,,,,,41.8095,-87.6522,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,78,67,1,60,100,51,100,100,80,0,,,,,,,,,,,,,63d7c46f72200f492baa25ac
2025-10-05 08:02:59,2025-10-05 08:03:52,IP Address,108.212.107.216,100,53,True,2025-10-05 08:03:52,R_6rIGa5JZrRpR9PW,,,,,35.781,-78.3697,anonymous,EN,I agree to participate,,,,,,,,,,,,82,81,89,22,81,24,100,100,63,100,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66aa5c2b9bf5bf412ece6bb7
2025-10-05 08:03:28,2025-10-05 08:04:06,IP Address,96.230.0.29,100,37,True,2025-10-05 08:04:06,R_3GQTTz5loPaPDfH,,,,,41.9082,-71.1031,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,59,39,27,71,0,100,89,99,29,90,91,,,,,,,,,,,,,,,,,,,,,,,,60fccda5792c49c693dfcd19
2025-10-05 08:02:52,2025-10-05 08:04:17,IP Address,173.246.209.155,100,84,True,2025-10-05 08:04:17,R_7fotsyZW3tgMPf8,,,,,35.3596,-82.4266,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,90,81,52,78,100,100,76,6,6,,66ee1b8ee4da3710c1695515
2025-10-05 08:03:16,2025-10-05 08:04:42,IP Address,172.58.125.15,100,86,True,2025-10-05 08:04:43,R_7odoMhsdWlNAHHH,,,,,42.3475,-83.096,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,0,75,100,100,100,100,75,100,25,,,,,,,,,,,,,66971f1f9181bdc85972b84d
2025-10-05 08:03:28,2025-10-05 08:05:08,IP Address,76.125.148.177,100,99,True,2025-10-05 08:05:08,R_7CTuThJspYyggAy,,,,,39.9122,-80.7295,anonymous,EN,I agree to participate,0,100,100,100,100,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6724260700cede758eb0c062
2025-10-05 08:04:38,2025-10-05 08:05:22,IP Address,16.98.112.47,100,43,True,2025-10-05 08:05:22,R_1Ll9OTNW9muSD17,,,,,33.5699,-86.724,anonymous,EN,I agree to participate,100,99,100,50,100,80,100,100,90,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646792a49a85f35e7a7f5169
2025-10-05 08:04:07,2025-10-05 08:05:26,IP Address,98.16.228.127,100,79,True,2025-10-05 08:05:26,R_7QKVW1JNZM4P6On,,,,,35.1315,-79.4295,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,70,100,80,100,80,100,100,86,100,26,,606cf604adbb6982bb382881
2025-10-05 08:04:16,2025-10-05 08:05:30,IP Address,24.22.11.8,100,74,True,2025-10-05 08:05:31,R_3fdjipvJ0snST8v,,,,,44.9635,-123.08,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,80,100,100,90,80,50,,,,,,,,,,,,,5c7560f14f23e50016135028
2025-10-05 08:03:50,2025-10-05 08:05:37,IP Address,66.177.28.249,100,106,True,2025-10-05 08:05:37,R_5ArmCItGyxsbG0x,,,,,30.2851,-81.8217,anonymous,EN,I agree to participate,,,,,,,,,,,,58,89,78,20,71,11,90,100,59,81,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67794d9c602cb30aad2a4993
2025-10-05 08:04:02,2025-10-05 08:05:43,IP Address,67.242.196.63,100,101,True,2025-10-05 08:05:44,R_35Ps92aU5zslg9H,,,,,43.2398,-78.2068,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,61,100,75,61,45,100,74,100,31,100,26,,,,,,,,,,,,,,,,,,,,,,,,6341b7b2e340e467cab1363b
2025-10-05 08:03:54,2025-10-05 08:05:51,IP Address,97.101.222.74,100,116,True,2025-10-05 08:05:51,R_72MiI269h1lQ3mk,,,,,28.4097,-80.6048,anonymous,EN,I agree to participate,50,91,91,49,69,60,41,100,82,79,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825dc1f7fcbaa000134776e
2025-10-05 08:05:58,2025-10-05 08:07:01,IP Address,172.59.190.64,100,63,True,2025-10-05 08:07:02,R_6M4YPn6qHB9BRyI,,,,,41.8835,-87.6305,anonymous,EN,I agree to participate,,,,,,,,,,,,90,83,80,4,21,4,89,100,17,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65ca7b52b557f4aa965301ef
2025-10-05 08:05:09,2025-10-05 08:07:08,IP Address,73.208.172.10,100,119,True,2025-10-05 08:07:08,R_7uOJpVo1fFBzL69,,,,,41.7405,-87.6587,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,37,54,57,46,34,44,88,56,60,53,,671fa6180f40e3f4ef75f68c
2025-10-05 08:06:49,2025-10-05 08:07:18,IP Address,96.233.158.14,100,28,True,2025-10-05 08:07:18,R_50I6AEHZPH5A4Sk,,,,,41.8451,-71.4388,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,76,63,53,54,71,77,79,100,79,61,77,,,,,,,,,,,,,,,,,,,,,,,,62a885d5b6af18b3d4579e1b
2025-10-05 08:06:46,2025-10-05 08:07:33,IP Address,65.25.69.25,100,47,True,2025-10-05 08:07:34,R_1Q0iZTPM9ouDSAX,,,,,41.2463,-81.8315,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,0,100,43,52,0,78,0,100,100,45,24,,,,,,,,,,,,,,,,,,,,,,,,5f2bf7aa253520000bfc83b6
2025-10-05 08:05:11,2025-10-05 08:07:43,IP Address,174.45.17.224,100,151,True,2025-10-05 08:07:43,R_3i56epl1YjmNg7Z,,,,,43.9282,-105.5492,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,100,100,60,0,80,100,0,40,30,,,,,,,,,,,,,612df6ef33e1afb850d6d56f
2025-10-05 08:06:58,2025-10-05 08:07:57,IP Address,172.59.222.102,100,58,True,2025-10-05 08:07:57,R_6dcIx89Forna1ON,,,,,35.1716,-80.9118,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,80,100,75,74,100,100,100,67,100,7,,63cc5fddd5813c609d5b28d5
2025-10-05 08:07:55,2025-10-05 08:08:12,IP Address,72.78.178.102,100,16,True,2025-10-05 08:08:12,R_6xygLm9UcC67Tqr,,,,,39.9206,-75.1826,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,63,73,65,57,60,58,100,44,51,26,,,,,,,,,,,,,5f16f559325a640008bb9a07
2025-10-05 08:06:57,2025-10-05 08:08:12,IP Address,75.190.160.76,100,75,True,2025-10-05 08:08:13,R_6K7tRzx5qrcUkss,,,,,34.6877,-77.1191,anonymous,EN,I agree to participate,80,90,90,70,90,0,71,100,90,10,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672cf326f28e34c4eab96fea
2025-10-05 08:06:27,2025-10-05 08:08:18,IP Address,162.194.158.128,100,111,True,2025-10-05 08:08:19,R_3MyyEqcYsL725gm,,,,,41.4866,-81.8037,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,53,100,16,0,100,98,61,100,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,5dbdf54d13d4c7320ab224f7
2025-10-05 08:08:18,2025-10-05 08:09:01,IP Address,172.56.7.164,100,42,True,2025-10-05 08:09:01,R_64qf4cF2p09rQnT,,,,,42.9339,-78.8046,anonymous,EN,I agree to participate,,,,,,,,,,,,71,51,78,6,23,3,98,97,60,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663e3c3e7e1b18543cfd78d6
2025-10-05 08:08:03,2025-10-05 08:09:07,IP Address,209.173.20.61,100,63,True,2025-10-05 08:09:07,R_7ksEtDlMvpN46Rj,,,,,40.6937,-75.1902,anonymous,EN,I agree to participate,,,,,,,,,,,,94,89,98,8,54,40,100,100,37,63,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66717200063fc2eb3987270a
2025-10-05 08:08:23,2025-10-05 08:09:10,IP Address,96.37.220.236,100,47,True,2025-10-05 08:09:10,R_1q3sHWZ6XFxpxRD,,,,,35.697,-82.5607,anonymous,EN,I agree to participate,,,,,,,,,,,,79,86,70,26,80,31,67,100,82,80,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b121d05c85dc40001621bc6
2025-10-05 08:08:34,2025-10-05 08:09:15,IP Address,174.163.14.245,100,41,True,2025-10-05 08:09:16,R_7vpjx19YWw0NzJD,,,,,33.9343,-84.6076,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,90,99,80,89,71,50,79,99,99,90,50,,,,,,,,,,,,,,,,,,,,,,,,60fbed5d2532f7768e7b5a29
2025-10-05 08:08:30,2025-10-05 08:09:51,IP Address,69.138.57.85,100,81,True,2025-10-05 08:09:51,R_725UdedsHiIAXqp,,,,,36.3834,-86.4512,anonymous,EN,I agree to participate,75,100,100,95,90,50,100,100,100,30,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67884b1aa6c55d9dd2388778
2025-10-05 08:08:14,2025-10-05 08:09:59,IP Address,76.36.169.150,100,105,True,2025-10-05 08:10:00,R_6RnQNHGqO2QVvP3,,,,,36.1287,-79.4086,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,0,100,100,100,100,100,100,0,,662fa386df34bf7b4b42b39d
2025-10-05 08:07:48,2025-10-05 08:10:00,IP Address,72.23.133.52,100,132,True,2025-10-05 08:10:00,R_6Xrk3uyl3EQ43FT,,,,,41.0272,-80.7518,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,25,60,31,54,47,79,100,46,88,24,,,,,,,,,,,,,662bf98a6f25e5ccdce46ebc
2025-10-05 08:09:22,2025-10-05 08:10:05,IP Address,73.160.7.218,100,42,True,2025-10-05 08:10:05,R_6ruBoSBozwa7sai,,,,,39.9458,-74.9042,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,65,100,31,92,100,100,100,79,69,1,,582080a4cc5f08000103c98d
2025-10-05 08:08:40,2025-10-05 08:10:07,IP Address,68.65.241.190,100,87,True,2025-10-05 08:10:07,R_5x22NLAgGgqHQ41,,,,,35.1312,-84.0388,anonymous,EN,I agree to participate,73,13,75,45,53,64,36,100,18,80,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fc535c343622e000bc9f3c4
2025-10-05 08:08:51,2025-10-05 08:10:32,IP Address,99.186.101.39,100,101,True,2025-10-05 08:10:33,R_7MYszYLCUGmB1DZ,,,,,38.0896,-85.8491,anonymous,EN,I agree to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,60,76,69,27,24,75,100,31,50,28,,,,,,,,,,,,,66b6db15c6d2de568db5b059
2025-10-05 08:10:11,2025-10-05 08:10:51,IP Address,76.35.28.127,100,39,True,2025-10-05 08:10:51,R_3Iy0Ve4FM6M5IyL,,,,,40.8968,-80.8615,anonymous,EN,I agree to participate,74,93,95,86,97,51,11,99,98,88,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671d0a511d7089c757cf2dcd
