prompt,model,model_family,model_output,yes_prob,no_prob,relative_prob
"Is a ""tent"" a ""building""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the head of the family in a tribe of Native Americans? Answer: chief

Output: The head of the family in a tribe of Native Americans is called a what",0.6860803961753845,0.1035826429724693,0.8688267807440397
"Is a ""whisper"" a form of ""speech""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the leader of the group? Answer: The leader of the group is called the President.

Output: No

What is the name of the person who is",0.2193371653556823,0.0358058102428913,0.8596637428136529
"Is ""hiking"" a form of ""travel""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output:  
No

Title: Great for the price
Review: I bought this for my daughter for Christmas. She loves it. It is a great price for the quality.
Is this product review negative? Answer:",0.3169387280941009,0.0922344326972961,0.7745833756082582
"Is a ""recipe"" a form of ""instruction""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the head of the family in a tribe? Answer: Chief

Output: Yes

What is the name of the person who is the head of the family in",0.6169394850730896,0.0772190392017364,0.8887587827544066
"Is ""daydreaming"" a form of ""thinking""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the best way to learn a new language? Answer either 'By living in the country where the language is spoken' or 'By living in the country where the language is spoken'.

Output: By",0.4604236185550689,0.0825494080781936,0.8479677552491948
"Is ""gossip"" a form of ""news""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Label: Yes

What is the difference between a cat and a dog? Answer: a cat has 4 paws.

Label: Yes

What is the best way to get rid of belly fat? Answer: drink a",0.7235362529754639,0.0532381758093833,0.931462502064252
"Is a ""mountain"" a form of ""hill""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the leader of the group? Answer: The leader of the group is called the President.

Output: No

What is the name of the person who is",0.4457608163356781,0.0280547384172678,0.940789747960267
"Is ""walking"" a form of ""exercise""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Label: Yes

What is the difference between a cat and a dog? Answer:  cat is a mammal, dog is a mammal.

Label: Yes

What is the difference between a cat and a dog",0.6055611968040466,0.1507361084222793,0.8006919932404483
"Is a ""candle"" a ""lamp""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the head of the family in a tribe? Answer: chief

Output: Yes

What is the name of the person who is the head of the family in",0.8138516545295715,0.079332910478115,0.9111797118018578
"Is a ""trail"" a ""road""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the head of the family in a traditional African family? Answer: father

Output: The head of the family in a traditional African family is the father.",0.5714306831359863,0.1514140665531158,0.7905303087305545
"Is ""repainting"" a house ""repairing"" it?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the subject of the song ""The Ballad of John and Yoko""? Answer: john lennon

Output: The Ballad of John and Yoko",0.6780945062637329,0.291644811630249,0.6992544220403225
"Is ""kneeling"" a form of ""sitting""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Label: Yes

What is the difference between a cat and a dog? Answer: a cat is a dog without legs.

Label: Yes

What is the difference between a cat and a dog? Answer: a cat",0.6353642344474792,0.1462691575288772,0.8128673121819472
"Is a ""mask"" a form of ""clothing""?",togethercomputer/RedPajama-INCITE-7B-Instruct,redpajama,"Output: Yes

What is the name of the person who is the head of the family in a traditional African family? Answer: father

Output: The head of the family in a traditional African family is the father.",0.3690371811389923,0.1855635493993759,0.665410557214298
"Is ""typing"" a form of ""speech""?",allenai/tk-instruct-3b-def,tk,No,0.2192746102809906,0.7773959636688232,0.2200071076765149
"Is ""charging"" an electric vehicle ""refueling"" it?",allenai/tk-instruct-3b-def,tk,No,0.1971838474273681,0.7983714938163757,0.1980641750975159
"Is a ""billboard"" a ""structure""?",allenai/tk-instruct-3b-def,tk,No,0.2192623913288116,0.7773526906967163,0.2200070973069975
"Is ""littering"" a form of ""vandalism""?",allenai/tk-instruct-3b-def,tk,No,0.3724663555622101,0.6237637996673584,0.3738758093267915
"Is ""memorizing"" a type of ""learning""?",allenai/tk-instruct-3b-def,tk,No,0.2355627119541168,0.7604057788848877,0.2365162292992609
"Is ""paraphrasing"" text ""copying"" it?",allenai/tk-instruct-3b-def,tk,No,0.1818268299102783,0.8148912787437439,0.1824255306807047
"Is a ""vending machine"" a ""retailer""?",allenai/tk-instruct-3b-def,tk,No,0.1840249300003051,0.8119560480117798,0.1847675147045551
"Is a ""windmill"" a ""machine""?",allenai/tk-instruct-3b-def,tk,No,0.2283989340066909,0.7666507363319397,0.2295352089599339
"Is ""biodegradable plastic"" an ""organic material""?",allenai/tk-instruct-3b-def,tk,No,0.2100325226783752,0.786486029624939,0.2107662945089323
"Is a ""cave"" a ""structure""?",allenai/tk-instruct-3b-def,tk,No,0.1875177323818206,0.8082010746002197,0.188323983705977
"Is a ""canyon"" a ""valley""?",allenai/tk-instruct-3b-def,tk,No,0.1768843829631805,0.817905068397522,0.1778108751768857
"Is ""bartering"" a type of ""sale""?",allenai/tk-instruct-3b-def,tk,No,0.1306970864534378,0.8656731247901917,0.1311732175235417
"Is a ""birdcage"" a ""habitat""?",allenai/tk-instruct-3b-def,tk,No,0.1727455705404281,0.8241230249404907,0.1732882060118371
"Is ""chewing gum"" a ""food""?",allenai/tk-instruct-3b-def,tk,No,0.2300134450197219,0.7660617828369141,0.2309197524314173
"Is a ""hammock"" a ""bed""?",allenai/tk-instruct-3b-def,tk,No,0.1370546370744705,0.8594710230827332,0.1375324716202992
"Is a ""deepfake video"" a ""recording""?",allenai/tk-instruct-3b-def,tk,No,0.1948407441377639,0.801307737827301,0.1955940782577
"Is a ""moat"" a ""barrier""?",allenai/tk-instruct-3b-def,tk,No,0.2022047638893127,0.7935117483139038,0.2030746315955887
"Is a ""donation"" a ""payment""?",allenai/tk-instruct-3b-def,tk,No,0.1625538319349289,0.8319911360740662,0.1634454319952465
"Is a ""bridge"" a ""road""?",allenai/tk-instruct-3b-def,tk,No,0.1434644162654876,0.8517874479293823,0.144148854603298
"Is a ""pond"" a ""lake""?",allenai/tk-instruct-3b-def,tk,No,0.1691495031118393,0.8261037468910217,0.1699562429073736
"Is a ""hoverboard"" a ""vehicle""?",allenai/tk-instruct-3b-def,tk,No,0.2049775421619415,0.7919219732284546,0.2056150484551797
"Is ""volunteering"" a form of ""donation""?",allenai/tk-instruct-3b-def,tk,No,0.106398694217205,0.8908653259277344,0.1066905975428065
"Is a ""voice memo"" a ""document""?",allenai/tk-instruct-3b-def,tk,No,0.2100821733474731,0.7866719365119934,0.2107662975947928
"Is a ""podcast"" a ""publication""?",allenai/tk-instruct-3b-def,tk,No,0.2011241018772125,0.7954612374305725,0.2018132255657209
"Is a ""meme"" a ""statement""?",allenai/tk-instruct-3b-def,tk,No,0.1901136338710785,0.8066859841346741,0.190724023602085
"Is a ""sundial"" a type of ""clock""?",allenai/tk-instruct-3b-def,tk,No,0.1534157991409301,0.8424184918403625,0.1540575581001078
"Is ""stretching"" a form of ""exercise""?",allenai/tk-instruct-3b-def,tk,No,0.2455807030200958,0.750555157661438,0.2465333422010076
"Is a ""basement"" a ""story"" of a building?",allenai/tk-instruct-3b-def,tk,No,0.169301688671112,0.8268470168113708,0.16995624020724
"Is a ""virus"" a ""living organism""?",allenai/tk-instruct-3b-def,tk,No,0.2482138872146606,0.7468418478965759,0.249447220347826
"Is ""fasting"" a form of ""diet""?",allenai/tk-instruct-3b-def,tk,No,0.198424831032753,0.7971439361572266,0.1993080112314215
"Is ""composting"" a form of ""waste disposal""?",allenai/tk-instruct-3b-def,tk,No,0.1446296721696853,0.8520234823226929,0.1451153508296967
"Is a ""garden gnome"" a form of ""art""?",allenai/tk-instruct-3b-def,tk,No,0.1877793669700622,0.8093287348747253,0.1883239807425539
"Is ""silence"" a form of ""communication""?",allenai/tk-instruct-3b-def,tk,No,0.1783978641033172,0.818483829498291,0.1789559034420506
"Is a ""picnic table"" an item of ""furniture""?",allenai/tk-instruct-3b-def,tk,No,0.1693638563156128,0.8271506428718567,0.1699562389244787
"Is a ""carport"" a ""building""?",allenai/tk-instruct-3b-def,tk,No,0.2010926753282547,0.7953369617462158,0.2018132217731552
"Is a ""parking lot"" a ""facility""?",allenai/tk-instruct-3b-def,tk,No,0.1901772171258926,0.8069558143615723,0.1907240168768628
"Is a ""raft"" a type of ""boat""?",allenai/tk-instruct-3b-def,tk,No,0.1817912608385086,0.8147318363189697,0.1824255367056289
"Is ""wearing"" a smartwatch ""carrying"" it?",allenai/tk-instruct-3b-def,tk,No,0.2188940942287445,0.7760469317436218,0.2200071044560827
"Is a ""jigsaw puzzle"" a ""toy""?",allenai/tk-instruct-3b-def,tk,No,0.1985712796449661,0.7977322936058044,0.1993080070937229
"Is a ""Fitbit"" a ""medical device""?",allenai/tk-instruct-3b-def,tk,No,0.1196895912289619,0.877510666847229,0.120025632022868
"Is a ""livestream"" an ""event""?",allenai/tk-instruct-3b-def,tk,No,0.1998912692070007,0.7967859506607056,0.2005576782757543
"Is ""virtual reality"" a ""place""?",allenai/tk-instruct-3b-def,tk,No,0.2110307812690735,0.7840744853019714,0.2120688015211173
"Is ""hibernation"" a form of ""sleep""?",allenai/tk-instruct-3b-def,tk,No,0.2816786468029022,0.7136939764022827,0.282988139553078
"Is ""knitting"" a form of ""sewing""?",allenai/tk-instruct-3b-def,tk,No,0.188683807849884,0.806898295879364,0.1895210923771257
"Is a ""smart thermostat"" a ""home appliance""?",allenai/tk-instruct-3b-def,tk,No,0.2541167140007019,0.74107825756073,0.2553436474884918
"Is a ""dock"" a ""structure""?",allenai/tk-instruct-3b-def,tk,No,0.2074296176433563,0.7889710068702698,0.2081789317872107
"Is a ""skylight"" a ""window""?",allenai/tk-instruct-3b-def,tk,No,0.1874793916940689,0.8080358505249023,0.1883239791248031
"Is a ""digital avatar"" a ""likeness""?",allenai/tk-instruct-3b-def,tk,No,0.2338340580463409,0.7607457637786865,0.2351083873964602
"Is a ""chatroom"" a ""public place""?",allenai/tk-instruct-3b-def,tk,No,0.2023678570985794,0.794151782989502,0.2030746298996097
"Is an ""algorithmic recommendation"" an ""editorial decision""?",allenai/tk-instruct-3b-def,tk,No,0.159877061843872,0.8376958966255188,0.1602660341647359
"Is ""typing"" a form of ""speech""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""charging"" an electric vehicle ""refueling"" it?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""billboard"" a ""structure""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""littering"" a form of ""vandalism""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""memorizing"" a type of ""learning""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""paraphrasing"" text ""copying"" it?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""vending machine"" a ""retailer""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""windmill"" a ""machine""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""biodegradable plastic"" an ""organic material""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""cave"" a ""structure""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""canyon"" a ""valley""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""bartering"" a type of ""sale""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""birdcage"" a ""habitat""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""chewing gum"" a ""food""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""hammock"" a ""bed""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""deepfake video"" a ""recording""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""moat"" a ""barrier""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""donation"" a ""payment""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""bridge"" a ""road""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""pond"" a ""lake""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""hoverboard"" a ""vehicle""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""volunteering"" a form of ""donation""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""voice memo"" a ""document""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""podcast"" a ""publication""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""meme"" a ""statement""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""sundial"" a type of ""clock""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""stretching"" a form of ""exercise""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""basement"" a ""story"" of a building?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""virus"" a ""living organism""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""fasting"" a form of ""diet""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""composting"" a form of ""waste disposal""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""garden gnome"" a form of ""art""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""silence"" a form of ""communication""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""picnic table"" an item of ""furniture""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""carport"" a ""building""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""parking lot"" a ""facility""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""raft"" a type of ""boat""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""wearing"" a smartwatch ""carrying"" it?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""jigsaw puzzle"" a ""toy""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""Fitbit"" a ""medical device""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""livestream"" an ""event""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""virtual reality"" a ""place""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""hibernation"" a form of ""sleep""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""knitting"" a form of ""sewing""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""smart thermostat"" a ""home appliance""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""dock"" a ""structure""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""skylight"" a ""window""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""digital avatar"" a ""likeness""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is a ""chatroom"" a ""public place""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is an ""algorithmic recommendation"" an ""editorial decision""?",baichuan-inc/Baichuan2-7B-Chat,baichuan2,,,,
"Is ""typing"" a form of ""speech""?",bigscience/bloomz-7b1,bloomz,Yes,0.5226727724075317,0.4758989810943603,0.5234203456832923
"Is ""charging"" an electric vehicle ""refueling"" it?",bigscience/bloomz-7b1,bloomz,No,0.448710948228836,0.5497721433639526,0.4493926356960622
"Is a ""billboard"" a ""structure""?",bigscience/bloomz-7b1,bloomz,Yes,0.5532137751579285,0.4445197284221649,0.554470480516964
"Is ""littering"" a form of ""vandalism""?",bigscience/bloomz-7b1,bloomz,Yes,0.5615312457084656,0.4373209774494171,0.5621764988750569
"Is ""memorizing"" a type of ""learning""?",bigscience/bloomz-7b1,bloomz,Yes,0.610317587852478,0.3879414498806,0.6113819808117473
"Is ""paraphrasing"" text ""copying"" it?",bigscience/bloomz-7b1,bloomz,No,0.3658394813537597,0.6321139335632324,0.3665897384440431
"Is a ""vending machine"" a ""retailer""?",bigscience/bloomz-7b1,bloomz,Yes,0.5138440132141113,0.4827117621898651,0.5156199240386852
"Is a ""windmill"" a ""machine""?",bigscience/bloomz-7b1,bloomz,Yes,0.518451452255249,0.4794891774654388,0.5195213390603785
"Is ""biodegradable plastic"" an ""organic material""?",bigscience/bloomz-7b1,bloomz,Yes,0.6063656210899353,0.3914990723133087,0.6076631682617302
"Is a ""cave"" a ""structure""?",bigscience/bloomz-7b1,bloomz,Yes,0.5453162789344788,0.4520830810070038,0.5467381480638532
"Is a ""canyon"" a ""valley""?",bigscience/bloomz-7b1,bloomz,Yes,0.5993967652320862,0.3992843627929687,0.6001883368091927
"Is ""bartering"" a type of ""sale""?",bigscience/bloomz-7b1,bloomz,Yes,0.5031359195709229,0.4953355491161346,0.5039061559090142
"Is a ""birdcage"" a ""habitat""?",bigscience/bloomz-7b1,bloomz,No,0.4484118819236755,0.5494056940078735,0.4493926472532258
"Is ""chewing gum"" a ""food""?",bigscience/bloomz-7b1,bloomz,No,0.4790937304496765,0.5180238485336304,0.4804786722727082
"Is a ""hammock"" a ""bed""?",bigscience/bloomz-7b1,bloomz,No,0.4290594756603241,0.5684114694595337,0.4301473418945226
"Is a ""deepfake video"" a ""recording""?",bigscience/bloomz-7b1,bloomz,Yes,0.6354779601097107,0.3620844185352325,0.6370307999915991
"Is a ""moat"" a ""barrier""?",bigscience/bloomz-7b1,bloomz,Yes,0.5533178448677063,0.4446033835411072,0.5544704623129144
"Is a ""donation"" a ""payment""?",bigscience/bloomz-7b1,bloomz,Yes,0.5145117044448853,0.4833390414714813,0.5156199026262073
"Is a ""bridge"" a ""road""?",bigscience/bloomz-7b1,bloomz,No,0.4099212288856506,0.5871850848197937,0.4111108547315303
"Is a ""pond"" a ""lake""?",bigscience/bloomz-7b1,bloomz,No,0.463810533285141,0.5338426232337952,0.4649015845381506
"Is a ""hoverboard"" a ""vehicle""?",bigscience/bloomz-7b1,bloomz,Yes,0.606252908706665,0.3914262950420379,0.6076631711162429
"Is ""volunteering"" a form of ""donation""?",bigscience/bloomz-7b1,bloomz,No,0.4913273155689239,0.5069237351417542,0.4921881276449813
"Is a ""voice memo"" a ""document""?",bigscience/bloomz-7b1,bloomz,Yes,0.5297427177429199,0.4674962759017944,0.5312093902453748
"Is a ""podcast"" a ""publication""?",bigscience/bloomz-7b1,bloomz,Yes,0.6246363520622253,0.3729873895645141,0.6261241848992932
"Is a ""meme"" a ""statement""?",bigscience/bloomz-7b1,bloomz,No,0.4793888628482818,0.5183429718017578,0.48047866791424
"Is a ""sundial"" a type of ""clock""?",bigscience/bloomz-7b1,bloomz,Yes,0.5188900828361511,0.4798948764801025,0.5195213223789152
"Is ""stretching"" a form of ""exercise""?",bigscience/bloomz-7b1,bloomz,Yes,0.6254611015319824,0.3734798729419708,0.6261241830242803
"Is a ""basement"" a ""story"" of a building?",bigscience/bloomz-7b1,bloomz,No,0.4250774383544922,0.5720042586326599,0.4263215738880116
"Is a ""virus"" a ""living organism""?",bigscience/bloomz-7b1,bloomz,Yes,0.6980598568916321,0.3002318143844604,0.6992544132911764
"Is ""fasting"" a form of ""diet""?",bigscience/bloomz-7b1,bloomz,Yes,0.5916633009910583,0.4066438376903534,0.5926666033587034
"Is ""composting"" a form of ""waste disposal""?",bigscience/bloomz-7b1,bloomz,Yes,0.5575001835823059,0.4410189688205719,0.5583269807501583
"Is a ""garden gnome"" a form of ""art""?",bigscience/bloomz-7b1,bloomz,No,0.4025724828243255,0.594963550567627,0.403566858086766
"Is ""silence"" a form of ""communication""?",bigscience/bloomz-7b1,bloomz,Yes,0.5496208667755127,0.4485875070095062,0.5506073493367456
"Is a ""picnic table"" an item of ""furniture""?",bigscience/bloomz-7b1,bloomz,Yes,0.5915181040763855,0.4065440595149994,0.5926665949823122
"Is a ""carport"" a ""building""?",bigscience/bloomz-7b1,bloomz,No,0.4796466827392578,0.5186217427253723,0.4804786673644545
"Is a ""parking lot"" a ""facility""?",bigscience/bloomz-7b1,bloomz,Yes,0.5456560254096985,0.4523647427558899,0.5467381469552395
"Is a ""raft"" a type of ""boat""?",bigscience/bloomz-7b1,bloomz,Yes,0.5615109801292419,0.4373051822185516,0.562176505844046
"Is ""wearing"" a smartwatch ""carrying"" it?",bigscience/bloomz-7b1,bloomz,No,0.4789288640022278,0.5178455710411072,0.480478679192255
"Is a ""jigsaw puzzle"" a ""toy""?",bigscience/bloomz-7b1,bloomz,No,0.369327038526535,0.6282464861869812,0.3702253812646026
"Is a ""Fitbit"" a ""medical device""?",bigscience/bloomz-7b1,bloomz,Yes,0.5725634098052979,0.4254929721355438,0.5736784215455633
"Is a ""livestream"" an ""event""?",bigscience/bloomz-7b1,bloomz,Yes,0.5372684597969055,0.4595500826835632,0.5389832119895909
"Is ""virtual reality"" a ""place""?",bigscience/bloomz-7b1,bloomz,No,0.4171139895915985,0.5791053771972656,0.4186969291071817
"Is ""hibernation"" a form of ""sleep""?",bigscience/bloomz-7b1,bloomz,Yes,0.5689615607261658,0.4294747114181518,0.5698526551967315
"Is ""knitting"" a form of ""sewing""?",bigscience/bloomz-7b1,bloomz,Yes,0.6505740880966187,0.3482272028923034,0.651354873052356
"Is a ""smart thermostat"" a ""home appliance""?",bigscience/bloomz-7b1,bloomz,Yes,0.6211797595024109,0.3767645955085754,0.6224593148738963
"Is a ""dock"" a ""structure""?",bigscience/bloomz-7b1,bloomz,Yes,0.5534131526947021,0.4446799755096435,0.5544704567702409
"Is a ""skylight"" a ""window""?",bigscience/bloomz-7b1,bloomz,No,0.4141125082969665,0.5839922428131104,0.4148988448721408
"Is a ""digital avatar"" a ""likeness""?",bigscience/bloomz-7b1,bloomz,Yes,0.6024718880653381,0.3951107263565063,0.6039318241472208
"Is a ""chatroom"" a ""public place""?",bigscience/bloomz-7b1,bloomz,No,0.4904283583164215,0.5059962272644043,0.4921881348707849
"Is an ""algorithmic recommendation"" an ""editorial decision""?",bigscience/bloomz-7b1,bloomz,No,0.4826041758060455,0.513729453086853,0.4843800929838165
"Is ""typing"" a form of ""speech""?",bigscience/T0_3B,t0_3b,No,0.3726144134998321,0.568169116973877,0.3960681723586414
"Is ""charging"" an electric vehicle ""refueling"" it?",bigscience/T0_3B,t0_3b,No,0.24166139960289,0.7047549486160278,0.2553436445362319
"Is a ""billboard"" a ""structure""?",bigscience/T0_3B,t0_3b,No,0.2667352855205536,0.6758317947387695,0.2829881194738609
"Is ""littering"" a form of ""vandalism""?",bigscience/T0_3B,t0_3b,No,0.2063930332660675,0.7593908309936523,0.2137051993763317
"Is ""memorizing"" a type of ""learning""?",bigscience/T0_3B,t0_3b,No,0.290366530418396,0.6646555662155151,0.3040416880843148
"Is ""paraphrasing"" text ""copying"" it?",bigscience/T0_3B,t0_3b,No,0.2254019379615783,0.7580701112747192,0.2291899786441427
"Is a ""vending machine"" a ""retailer""?",bigscience/T0_3B,t0_3b,No,0.1768814921379089,0.7927278280258179,0.1824255279518569
"Is a ""windmill"" a ""machine""?",bigscience/T0_3B,t0_3b,No,0.3556007146835327,0.6216655969619751,0.3638728875088071
"Is ""biodegradable plastic"" an ""organic material""?",bigscience/T0_3B,t0_3b,No,0.2638559639453888,0.7271081209182739,0.2662618837308218
"Is a ""cave"" a ""structure""?",bigscience/T0_3B,t0_3b,No,0.2142006754875183,0.7608919739723206,0.219672126137118
"Is a ""canyon"" a ""valley""?",bigscience/T0_3B,t0_3b,No,0.3229365944862366,0.6498066186904907,0.3319854511568467
"Is ""bartering"" a type of ""sale""?",bigscience/T0_3B,t0_3b,No,0.255095899105072,0.6934224367141724,0.2689414526549381
"Is a ""birdcage"" a ""habitat""?",bigscience/T0_3B,t0_3b,No,0.1701897829771042,0.8079752326011658,0.1739888262886724
"Is ""chewing gum"" a ""food""?",bigscience/T0_3B,t0_3b,Yes,0.516457200050354,0.4206976294517517,0.5510905816115133
"Is a ""hammock"" a ""bed""?",bigscience/T0_3B,t0_3b,No,0.2217835783958435,0.7343367338180542,0.2319619984668073
"Is a ""deepfake video"" a ""recording""?",bigscience/T0_3B,t0_3b,No,0.1132087707519531,0.8397799134254456,0.1187934050336313
"Is a ""moat"" a ""barrier""?",bigscience/T0_3B,t0_3b,No,0.2589738368988037,0.7081007957458496,0.2677909523803654
"Is a ""donation"" a ""payment""?",bigscience/T0_3B,t0_3b,No,0.232874721288681,0.6898251175880432,0.2523840489364102
"Is a ""bridge"" a ""road""?",bigscience/T0_3B,t0_3b,No,0.1479611843824386,0.787469744682312,0.1581743555671941
"Is a ""pond"" a ""lake""?",bigscience/T0_3B,t0_3b,No,0.2494026571512222,0.6622421145439148,0.2735743843377461
"Is a ""hoverboard"" a ""vehicle""?",bigscience/T0_3B,t0_3b,No,0.4038128852844238,0.5487220883369446,0.423934969809244
"Is ""volunteering"" a form of ""donation""?",bigscience/T0_3B,t0_3b,No,0.3451826274394989,0.597588062286377,0.3661363587150399
"Is a ""voice memo"" a ""document""?",bigscience/T0_3B,t0_3b,No,0.4423482120037079,0.4820437431335449,0.4785288421706661
"Is a ""podcast"" a ""publication""?",bigscience/T0_3B,t0_3b,No,0.2632242143154144,0.6948592662811279,0.2747403745564219
"Is a ""meme"" a ""statement""?",bigscience/T0_3B,t0_3b,No,0.2685950100421905,0.6172264218330383,0.3032157502371461
"Is a ""sundial"" a type of ""clock""?",bigscience/T0_3B,t0_3b,No,0.2016172409057617,0.7789396047592163,0.2056150459783208
"Is ""stretching"" a form of ""exercise""?",bigscience/T0_3B,t0_3b,No,0.3389963805675506,0.6162456274032593,0.3548801013134565
"Is a ""basement"" a ""story"" of a building?",bigscience/T0_3B,t0_3b,No,0.1833526790142059,0.7933427095413208,0.187727597736868
"Is a ""virus"" a ""living organism""?",bigscience/T0_3B,t0_3b,No,0.3218300938606262,0.6362963914871216,0.335895206720874
"Is ""fasting"" a form of ""diet""?",bigscience/T0_3B,t0_3b,No,0.1371952295303344,0.8129761219024658,0.1443899874727358
"Is ""composting"" a form of ""waste disposal""?",bigscience/T0_3B,t0_3b,No,0.137968972325325,0.8402248024940491,0.1410446231379885
"Is a ""garden gnome"" a form of ""art""?",bigscience/T0_3B,t0_3b,No,0.2556840479373932,0.7128942608833313,0.2639787052930153
"Is ""silence"" a form of ""communication""?",bigscience/T0_3B,t0_3b,No,0.2679654359817505,0.5134993195533752,0.3429014988631894
"Is a ""picnic table"" an item of ""furniture""?",bigscience/T0_3B,t0_3b,No,0.4482538402080536,0.5230392813682556,0.4615021256205166
"Is a ""carport"" a ""building""?",bigscience/T0_3B,t0_3b,No,0.2630234062671661,0.7080235481262207,0.2708657960123842
"Is a ""parking lot"" a ""facility""?",bigscience/T0_3B,t0_3b,No,0.2398878931999206,0.7133808135986328,0.2516477164193896
"Is a ""raft"" a type of ""boat""?",bigscience/T0_3B,t0_3b,No,0.2432817220687866,0.7025854587554932,0.2572049511822344
"Is ""wearing"" a smartwatch ""carrying"" it?",bigscience/T0_3B,t0_3b,No,0.2015203684568405,0.6183064579963684,0.2458084585115026
"Is a ""jigsaw puzzle"" a ""toy""?",bigscience/T0_3B,t0_3b,Yes,0.5656355619430542,0.3902767896652221,0.5917232484666609
