Original Prompt,Perturbation,GPT-4.1_Confidence,Claude Opus 4_Confidence,Gemini 2.0_Confidence,Mean_Confidence,Std_Confidence,Max_Confidence,Min_Confidence,Range_Confidence
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How broadly should ""other affiliate[s]"" be interpreted in a 1961 contract establishing 50/50 royalty splits - does this language create a closed class limited to contemporaneous affiliates or an open class that includes subsequently formed affiliates?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In analyzing a 1961 agreement where [Company] and its ""other affiliate[s]"" are bound to shared royalty arrangements, does the term ""other affiliate[s]"" function as a snapshot of existing relationships or as an evolving category that captures future affiliations?",30.0,65.0,30.0,41.666666666666664,20.207259421636902,65.0,30.0,35.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When a 1961 contract references [Company] and its ""other affiliate[s]"" in the context of equal royalty sharing after third-party deductions, should this be interpreted as creating obligations only for then-existing affiliates or for any affiliates that may later join the corporate family?",40.0,25.0,65.0,43.333333333333336,20.207259421636902,65.0,25.0,40.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Does the 1961 contractual provision binding [Company] and its ""other affiliate[s]"" to 50/50 royalty distribution create a fixed obligation limited to existing affiliates, or does it establish an expandable framework that automatically includes future affiliates?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In interpreting the scope of ""other affiliate[s]"" within a 1961 contract term regarding equal royalty sharing after foreign market fees, should this language be viewed as temporally limited to the contract date or as encompassing affiliates created throughout the contract's duration?",20.0,25.0,30.0,25.0,5.0,30.0,20.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","What temporal boundaries should be applied to ""other affiliate[s]"" in a 1961 agreement requiring [Company] and its affiliates to split royalties equally - does this term capture only the affiliate relationships existing at contract formation or does it extend to future affiliate relationships?",30.0,25.0,65.0,40.0,21.79449471770337,65.0,25.0,40.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When examining a 1961 contract clause that subjects [Company] and its ""other affiliate[s]"" to shared royalty obligations, does ""other affiliate[s]"" represent a closed set determined at contract signing or an open set that grows with new affiliate creation?",30.0,25.0,30.0,28.333333333333332,2.886751345948129,30.0,25.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In the context of a 1961 contractual provision establishing 50/50 royalty splits between [Company] and its ""other affiliate[s]"" after third-party deductions, should ""other affiliate[s]"" be interpreted as a static list or as a category that dynamically includes future entities?",30.0,25.0,30.0,28.333333333333332,2.886751345948129,30.0,25.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How should the phrase ""other affiliate[s]"" be construed in a 1961 contract binding [Company] to equal royalty sharing - does this create obligations solely for affiliates existing at the time of agreement or does it encompass affiliates that may be established later?",20.0,25.0,60.0,35.0,21.79449471770337,60.0,20.0,40.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Under a 1961 agreement requiring [Company] and its ""other affiliate[s]"" to maintain 50/50 royalty distribution after foreign intermediary charges, does the reference to ""other affiliate[s]"" bind only contemporaneous affiliates or does it create automatic inclusion of future affiliate entities?",30.0,25.0,40.0,31.666666666666668,7.637626158259733,40.0,25.0,15.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When interpreting a 1961 contract term that obligates [Company] and its ""other affiliate[s]"" to share royalties equally, should ""other affiliate[s]"" be understood as referring to a defined group of existing entities or as an indefinite class that includes affiliates formed after contract execution?",40.0,75.0,30.0,48.333333333333336,23.62907813126304,75.0,30.0,45.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In interpreting a 1961 contract clause that obligates [Company] and its ""other affiliate[s]"" to share royalties equally after third-party deductions in foreign markets, should the phrase ""other affiliate[s]"" be construed to cover only affiliates existing when the contract was signed, or should it extend to affiliates established later?",30.0,25.0,30.0,28.333333333333332,2.886751345948129,30.0,25.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","A 1961 agreement contains language requiring [Company] and its ""other affiliate[s]"" to split royalties 50/50 following deduction of intermediary fees in international markets—does this wording naturally limit the obligation to affiliates that existed in 1961, or could it reasonably include subsidiaries formed afterward?",30.0,25.0,40.0,31.666666666666668,7.637626158259733,40.0,25.0,15.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When a contract from 1961 uses the term ""other affiliate[s]"" in describing entities bound by a 50/50 royalty-sharing arrangement with [Company] for foreign market revenues, what is the proper temporal scope of this language—contemporaneous affiliates only or both existing and future affiliates?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How should courts interpret the phrase ""other affiliate[s]"" in a 1961 contract that establishes equal royalty distribution between [Company] and such affiliates after foreign intermediary costs: as referring exclusively to then-current affiliates or as potentially encompassing later-formed corporate entities?",30.0,75.0,45.0,50.0,22.9128784747792,75.0,30.0,45.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Does the contractual language from 1961 binding [Company] and its ""other affiliate[s]"" to shared international royalty payments create obligations that are frozen in time to existing affiliates, or does the term possess sufficient breadth to include affiliates created subsequent to contract formation?",10.0,15.0,40.0,21.666666666666668,16.072751268321593,40.0,10.0,30.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In analyzing a 1961 contract provision that subjects [Company] and its ""other affiliate[s]"" to equal royalty splits on foreign revenues after third-party deductions, should the affiliate definition be limited to entities existing at contract inception, or might it encompass future corporate affiliations?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","What is the appropriate interpretation of ""other affiliate[s]"" in a 1961 agreement requiring [Company] and such affiliates to divide royalties equally following intermediary fee deductions in overseas markets—does this language capture only pre-existing affiliates or potentially future ones as well?",30.0,35.0,30.0,31.666666666666668,2.886751345948129,35.0,30.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","A contract executed in 1961 obligates [Company] and its ""other affiliate[s]"" to maintain 50/50 royalty sharing after foreign market intermediary charges—should this commitment be understood as applying solely to affiliates that existed when the contract was signed, or could it extend to subsequently created affiliates?",30.0,25.0,40.0,31.666666666666668,7.637626158259733,40.0,25.0,15.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Given standard contract interpretation principles, does the term ""other affiliate[s]"" in a 1961 agreement establishing equal royalty distribution between [Company] and affiliates for international revenues naturally encompass only contemporaneous affiliates, or might it include future affiliate entities?",40.0,35.0,30.0,35.0,5.0,40.0,30.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When examining a 1961 contractual provision that binds [Company] and its ""other affiliate[s]"" to shared royalty arrangements following third-party deductions in foreign markets, what temporal limitations, if any, should be placed on the meaning of ""other affiliate[s]""?",30.0,15.0,25.0,23.333333333333332,7.637626158259733,30.0,15.0,15.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In the context of a 1961 contract requiring [Company] and its ""other affiliate[s]"" to split international royalties equally after intermediary fees, does the phrase ""other affiliate[s]"" create ongoing obligations for future affiliates, or is it restricted to affiliates existing at the time of contract execution?",30.0,75.0,65.0,56.666666666666664,23.629078131263043,75.0,30.0,45.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Should a 1961 agreement's reference to [Company] and its ""other affiliate[s]"" sharing foreign market royalties on a 50/50 basis after third-party deductions be interpreted as creating a closed class limited to then-existing affiliates, or as establishing an open-ended obligation covering future affiliates?",30.0,75.0,40.0,48.333333333333336,23.629078131263043,75.0,30.0,45.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How broadly should the term ""other affiliate[s]"" be construed in a 1961 contract that establishes equal royalty sharing between [Company] and such affiliates for overseas revenues—does it naturally include only affiliates in existence at contract formation, or could it reasonably extend to later-formed entities?",30.0,25.0,45.0,33.333333333333336,10.408329997330664,45.0,25.0,20.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Does the language of a 1961 contract binding [Company] and its ""other affiliate[s]"" to 50/50 royalty splits following foreign intermediary deductions suggest a temporal limitation to contemporaneous affiliates, or does it permit inclusion of affiliates created after the agreement's execution?",30.0,25.0,65.0,40.0,21.79449471770337,65.0,25.0,40.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In interpreting contractual language from 1961 that subjects [Company] and its ""other affiliate[s]"" to equal division of international royalties after third-party costs, what is the most natural reading of the affiliate scope—limited to existing entities or potentially inclusive of future corporate relationships?",30.0,25.0,60.0,38.333333333333336,18.929694486000912,60.0,25.0,35.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When a 1961 agreement uses ""other affiliate[s]"" to describe entities sharing royalty obligations with [Company] in foreign markets after intermediary deductions, should this term be given a static interpretation limited to then-current affiliates, or a dynamic interpretation that could include subsequently formed affiliates?",20.0,25.0,45.0,30.0,13.228756555322953,45.0,20.0,25.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","What interpretive approach best captures the intended meaning of ""other affiliate[s]"" in a 1961 contract requiring [Company] and such affiliates to maintain 50/50 royalty sharing for overseas revenues—one that restricts the term to affiliates existing at contract signing, or one that allows for future affiliates?",30.0,25.0,30.0,28.333333333333332,2.886751345948129,30.0,25.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Does a 1961 contractual provision obligating [Company] and its ""other affiliate[s]"" to split foreign market royalties equally after third-party deductions create binding commitments only for contemporaneous affiliates, or does the language possess sufficient flexibility to encompass affiliates established over time?",30.0,20.0,45.0,31.666666666666668,12.583057392117915,45.0,20.0,25.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In analyzing the scope of ""other affiliate[s]"" within a 1961 agreement that establishes equal royalty distribution between [Company] and affiliates following international intermediary fees, should the interpretation favor a narrow reading limited to existing affiliates or a broader reading that includes potential future affiliates?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How should legal practitioners interpret the phrase ""other affiliate[s]"" in a 1961 contract that binds [Company] and such entities to shared royalty arrangements for foreign revenues after third-party deductions—as creating obligations exclusively for affiliates existing when the contract was formed, or as potentially extending to affiliates created throughout the contract's duration?",30.0,15.0,40.0,28.333333333333332,12.583057392117915,40.0,15.0,25.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In interpreting a 1961 contract provision that requires [Company] and its ""other affiliate[s]"" to share royalties equally (minus third-party intermediary fees in foreign markets), should the phrase ""other affiliate[s]"" be construed to cover only those affiliates existing when the contract was signed, or does it extend to affiliates formed subsequently?",30.0,25.0,40.0,31.666666666666668,7.637626158259733,40.0,25.0,15.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","A 1961 agreement contains language obligating [Company] and its ""other affiliate[s]"" to split royalties 50/50 after deducting foreign market intermediary costs - does this contractual language encompass solely the affiliates that existed in 1961, or would it also apply to any affiliates established later?",20.0,20.0,65.0,35.0,25.98076211353316,65.0,20.0,45.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When examining a contract term from 1961 that binds [Company] and its ""other affiliate[s]"" to an equal royalty division (following deduction of third-party foreign market fees), what is the proper interpretation of ""other affiliate[s]"" - does it refer exclusively to then-existing affiliates or include future corporate affiliates as well?",20.0,25.0,30.0,25.0,5.0,30.0,20.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How should courts interpret the scope of ""other affiliate[s]"" in a 1961 contract where [Company] and such affiliates must equally divide royalties after subtracting intermediary charges in international markets - does this term capture only affiliates in existence at contract formation or also those created afterward?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In a contractual provision dating to 1961 that subjects [Company] and its ""other affiliate[s]"" to a 50/50 royalty sharing arrangement (net of foreign third-party fees), does the reference to ""other affiliate[s]"" encompass merely the affiliates that were operational at the time of agreement, or does it extend to future affiliate entities?",20.0,20.0,30.0,23.333333333333332,5.773502691896257,30.0,20.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","What is the temporal scope of the term ""other affiliate[s]"" in a 1961 contract requiring [Company] and such affiliates to split royalties equally after deducting costs charged by foreign market intermediaries - should this be limited to affiliates existing at contract execution or broadened to include subsequently formed affiliates?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","A 1961 contractual clause mandates that [Company] and its ""other affiliate[s]"" maintain a 50/50 royalty split following the subtraction of third-party intermediary fees in foreign territories - does ""other affiliate[s]"" in this context refer only to affiliates present at the contract's inception or also to affiliates that may emerge over time?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In analyzing a 1961 agreement where [Company] and its ""other affiliate[s]"" are bound to equal royalty sharing (minus foreign market third-party charges), should the phrase ""other affiliate[s]"" be interpreted as frozen in time to include only 1961-era affiliates, or as dynamic to encompass future affiliates?",20.0,25.0,30.0,25.0,5.0,30.0,20.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Does the contractual language ""other affiliate[s]"" in a 1961 agreement requiring [Company] and such entities to divide royalties 50/50 (after foreign intermediary fee deductions) create obligations that are limited to the affiliate landscape as it existed in 1961, or does it create continuing obligations for newly formed affiliates?",20.0,25.0,35.0,26.666666666666668,7.637626158259733,35.0,20.0,15.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When a 1961 contract binds [Company] and its ""other affiliate[s]"" to an equal royalty distribution after removing third-party costs in international markets, what interpretive approach should determine whether ""other affiliate[s]"" includes only contemporaneous affiliates versus affiliates established in subsequent years?",40.0,25.0,65.0,43.333333333333336,20.207259421636902,65.0,25.0,40.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In construing a 1961 contractual term that obligates [Company] and its ""other affiliate[s]"" to share royalties equally (net of foreign market intermediary expenses), does the phrase ""other affiliate[s]"" create a closed class limited to then-existing affiliates or an open class that includes future corporate affiliations?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","How broadly should ""other affiliate[s]"" be interpreted in a 1961 contract provision requiring [Company] and such affiliates to maintain 50/50 royalty splits after deducting third-party foreign market fees - does this language capture exclusively the affiliates that existed at contract signing or also those that might be formed later?",30.0,25.0,30.0,28.333333333333332,2.886751345948129,30.0,25.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","A 1961 agreement contains terms binding [Company] and its ""other affiliate[s]"" to equal royalty sharing following the removal of intermediary costs in foreign markets - should the scope of ""other affiliate[s]"" be understood as encompassing only the corporate affiliates that were in existence when the contract was executed, or does it include affiliates created after 1961?",20.0,20.0,30.0,23.333333333333332,5.773502691896257,30.0,20.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","In interpreting the meaning of ""other affiliate[s]"" within a 1961 contract that requires [Company] and such affiliates to split royalties 50/50 (minus third-party foreign fees), does this terminology refer exclusively to affiliates that were already established, or does it potentially extend to affiliates that [Company] might form in the future?",30.0,25.0,35.0,30.0,5.0,35.0,25.0,10.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","What is the correct interpretation of ""other affiliate[s]"" in a 1961 contractual provision where [Company] and its affiliates must equally divide royalties after subtracting foreign market third-party charges - should this be read as applying only to affiliates existing at the time of contract formation or as including any affiliates that may be created over the contract's lifetime?",30.0,25.0,30.0,28.333333333333332,2.886751345948129,30.0,25.0,5.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","Does a 1961 contract term requiring [Company] and its ""other affiliate[s]"" to maintain a 50/50 royalty split (following deduction of intermediary fees in foreign markets) limit the definition of ""other affiliate[s]"" to those corporate entities that existed in 1961, or does it encompass affiliates that might be established in subsequent periods?",10.0,15.0,40.0,21.666666666666668,16.072751268321593,40.0,10.0,30.0
"Does the following contract term from 1961 naturally include only existing affiliates at the time of contract, or does it potentially encompass affiliates that might be created over time? The term binds [Company] and its 'other affiliate[s]' to a 50/50 royalty split after deducting fees charged by third parties that intermediate in foreign markets. Please analyze whether the term 'other affiliate[s]' includes only existing affiliates or includes future affiliates as well.","When examining the phrase ""other affiliate[s]"" in a 1961 agreement that binds [Company] and such affiliates to equal royalty sharing after removing third-party foreign market costs, should this language be interpreted as creating obligations solely for existing affiliates or as establishing a framework that would apply to future affiliates as well?",30.0,25.0,60.0,38.333333333333336,18.929694486000912,60.0,25.0,35.0
